"";"Order";"PID";"MS.SubClass";"MS.Zoning";"Lot.Frontage";"Lot.Area";"Street";"Alley";"Lot.Shape";"Land.Contour";"Utilities";"Lot.Config";"Land.Slope";"Neighborhood";"Condition.1";"Condition.2";"Bldg.Type";"House.Style";"Overall.Qual";"Overall.Cond";"Year.Built";"Year.Remod.Add";"Roof.Style";"Roof.Matl";"Exterior.1st";"Exterior.2nd";"Mas.Vnr.Type";"Mas.Vnr.Area";"Exter.Qual";"Exter.Cond";"Foundation";"Bsmt.Qual";"Bsmt.Cond";"Bsmt.Exposure";"BsmtFin.Type.1";"BsmtFin.SF.1";"BsmtFin.Type.2";"BsmtFin.SF.2";"Bsmt.Unf.SF";"Total.Bsmt.SF";"Heating";"Heating.QC";"Central.Air";"Electrical";"X1st.Flr.SF";"X2nd.Flr.SF";"Low.Qual.Fin.SF";"Gr.Liv.Area";"Bsmt.Full.Bath";"Bsmt.Half.Bath";"Full.Bath";"Half.Bath";"Bedroom.AbvGr";"Kitchen.AbvGr";"Kitchen.Qual";"TotRms.AbvGrd";"Functional";"Fireplaces";"Fireplace.Qu";"Garage.Type";"Garage.Yr.Blt";"Garage.Finish";"Garage.Cars";"Garage.Area";"Garage.Qual";"Garage.Cond";"Paved.Drive";"Wood.Deck.SF";"Open.Porch.SF";"Enclosed.Porch";"X3Ssn.Porch";"Screen.Porch";"Pool.Area";"Pool.QC";"Fence";"Misc.Feature";"Misc.Val";"Mo.Sold";"Yr.Sold";"Sale.Type";"Sale.Condition";"SalePrice"
"1885";1885;534276160;20;"RL";70;7535;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"NAmes";"Norm";"Norm";"1Fam";"1Story";5;7;1958;1985;"Gable";"CompShg";"MetalSd";"MetalSd";"None";0;"TA";"TA";"CBlock";"TA";"TA";"No";"BLQ";111;"LwQ";279;522;912;"GasA";"Fa";"Y";"SBrkr";912;0;0;912;0;1;1;0;2;1;"TA";5;"Typ";0;"NA";"Attchd";1958;"Fin";1;297;"TA";"TA";"Y";12;285;0;0;0;0;"NA";"MnWw";"Shed";480;6;2007;"WD ";"Normal";120000
"2386";2386;528116030;20;"RL";98;16033;"Pave";"NA";"IR1";"Lvl";"AllPub";"FR2";"Gtl";"NridgHt";"Norm";"Norm";"1Fam";"1Story";9;5;2004;2005;"Hip";"CompShg";"VinylSd";"VinylSd";"BrkFace";378;"Gd";"TA";"PConc";"Ex";"TA";"Gd";"GLQ";1261;"Unf";0;572;1833;"GasA";"Ex";"Y";"SBrkr";1850;0;0;1850;1;0;2;0;3;1;"Gd";8;"Typ";1;"Gd";"Attchd";2004;"Fin";3;772;"TA";"TA";"Y";519;112;0;0;0;0;"NA";"NA";"NA";0;3;2006;"WD ";"Normal";326000
"1679";1679;527451020;160;"RM";24;2016;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"BrDale";"Norm";"Norm";"TwnhsE";"2Story";5;5;1970;1970;"Gable";"CompShg";"HdBoard";"HdBoard";"BrkFace";304;"TA";"TA";"CBlock";"TA";"TA";"No";"Unf";0;"Unf";0;630;630;"GasA";"TA";"Y";"SBrkr";630;672;0;1302;0;0;2;1;3;1;"TA";6;"Typ";0;"NA";"Detchd";1970;"Unf";2;440;"TA";"TA";"Y";0;0;0;0;0;0;"NA";"NA";"NA";0;4;2007;"WD ";"Normal";106000
"1649";1649;527325090;60;"RL";61;11339;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"NWAmes";"PosA";"Norm";"1Fam";"2Story";7;5;1979;1979;"Hip";"WdShake";"HdBoard";"Plywood";"BrkFace";549;"TA";"TA";"CBlock";"Gd";"TA";"No";"ALQ";758;"Unf";0;22;780;"GasA";"TA";"Y";"SBrkr";1085;845;0;1930;1;0;2;1;4;1;"Gd";9;"Typ";1;"TA";"Attchd";1979;"Fin";2;481;"TA";"TA";"Y";192;72;0;0;0;0;"NA";"NA";"NA";0;3;2007;"WD ";"Normal";192000
"1539";1539;909425010;50;"RL";NA;15660;"Pave";"NA";"IR1";"Lvl";"AllPub";"Corner";"Gtl";"Crawfor";"Norm";"Norm";"1Fam";"1.5Fin";7;9;1939;2006;"Gable";"CompShg";"VinylSd";"VinylSd";"BrkFace";312;"Gd";"Gd";"CBlock";"TA";"TA";"No";"BLQ";341;"Unf";0;457;798;"GasA";"Ex";"Y";"SBrkr";1137;817;0;1954;0;1;1;1;3;1;"Gd";8;"Typ";2;"TA";"Attchd";1939;"Unf";2;431;"TA";"TA";"Y";0;119;150;0;0;0;"NA";"NA";"NA";0;5;2008;"WD ";"Normal";311500
"1345";1345;903232090;50;"RM";52;6240;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"BrkSide";"Norm";"Norm";"1Fam";"1.5Fin";5;7;1930;1992;"Gable";"CompShg";"MetalSd";"MetalSd";"None";0;"TA";"TA";"PConc";"TA";"TA";"No";"Unf";0;"Unf";0;1078;1078;"GasA";"TA";"Y";"SBrkr";1128;445;0;1573;0;0;2;0;3;1;"TA";8;"Typ";1;"Gd";"Detchd";1930;"Unf";2;360;"TA";"TA";"P";0;0;0;0;0;0;"NA";"NA";"NA";0;6;2008;"WD ";"Normal";162900
"2079";2079;905426010;20;"RL";84;12615;"Pave";"NA";"Reg";"Lvl";"AllPub";"Corner";"Gtl";"Edwards";"Norm";"Norm";"1Fam";"1Story";6;7;1950;2001;"Gable";"CompShg";"WdShing";"Wd Shng";"None";0;"TA";"TA";"CBlock";"TA";"Gd";"Av";"ALQ";477;"Unf";0;725;1202;"GasA";"TA";"Y";"SBrkr";2158;0;0;2158;1;0;2;0;4;1;"Gd";7;"Typ";1;"Gd";"Attchd";1950;"Unf";2;576;"TA";"TA";"Y";0;29;39;0;0;0;"NA";"MnPrv";"NA";0;6;2007;"WD ";"Normal";243000
"383";383;527359180;60;"RL";NA;10304;"Pave";"NA";"IR1";"Lvl";"AllPub";"CulDSac";"Gtl";"NWAmes";"PosN";"Norm";"1Fam";"2Story";5;7;1976;1976;"Gable";"CompShg";"Plywood";"Plywood";"BrkFace";44;"TA";"Gd";"CBlock";"TA";"TA";"No";"ALQ";381;"Unf";0;399;780;"GasA";"Ex";"Y";"SBrkr";1088;780;0;1868;1;0;2;1;4;1;"Gd";9;"Typ";1;"TA";"Attchd";1976;"Unf";2;484;"TA";"TA";"Y";448;96;0;0;0;0;"NA";"NA";"NA";0;10;2009;"WD ";"Normal";197500
"2178";2178;908152260;20;"RL";74;8536;"Pave";"NA";"Reg";"Lvl";"AllPub";"Corner";"Gtl";"Edwards";"Norm";"Norm";"1Fam";"1Story";5;5;2006;2007;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"TA";"TA";"PConc";"Gd";"TA";"No";"Unf";0;"Unf";0;1125;1125;"GasA";"Gd";"Y";"SBrkr";1125;0;0;1125;0;0;1;1;2;1;"TA";5;"Typ";0;"NA";"Attchd";2007;"Unf";2;430;"TA";"TA";"Y";80;64;0;0;0;0;"NA";"NA";"NA";0;4;2007;"New";"Partial";155000
"69";69;528458070;60;"FV";72;8640;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Somerst";"Norm";"Norm";"1Fam";"2Story";7;5;2009;2009;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"TA";"TA";"PConc";"Gd";"TA";"Mn";"GLQ";24;"Unf";0;732;756;"GasA";"Ex";"Y";"SBrkr";764;783;0;1547;0;0;2;1;3;1;"Gd";7;"Typ";0;"NA";"Attchd";2009;"Unf";2;614;"TA";"TA";"Y";169;45;0;0;0;0;"NA";"NA";"NA";0;6;2010;"Con";"Normal";215200
"987";987;923400110;60;"RL";62;10429;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Mitchel";"Norm";"Norm";"1Fam";"2Story";5;5;1992;1992;"Gable";"CompShg";"HdBoard";"Wd Shng";"None";0;"TA";"TA";"PConc";"Gd";"TA";"No";"ALQ";330;"Unf";0;294;624;"GasA";"TA";"Y";"SBrkr";624;663;0;1287;0;0;1;1;3;1;"TA";6;"Typ";0;"NA";"Detchd";2001;"Unf";2;440;"TA";"TA";"Y";150;0;0;0;0;0;"NA";"NA";"NA";0;7;2009;"WD ";"Normal";130000
"2376";2376;527452310;85;"RL";68;7838;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"NAmes";"Norm";"Norm";"1Fam";"SFoyer";5;5;1967;1967;"Gable";"CompShg";"HdBoard";"HdBoard";"None";0;"TA";"TA";"CBlock";"TA";"TA";"Av";"ALQ";769;"Unf";0;95;864;"GasA";"TA";"Y";"SBrkr";900;0;0;900;1;0;1;0;3;1;"TA";6;"Typ";1;"Po";"Attchd";1967;"RFn";1;288;"TA";"TA";"Y";175;144;0;0;0;0;"NA";"MnWw";"NA";0;12;2006;"WD ";"Normal";123000
"1795";1795;528456230;20;"FV";75;9000;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Somerst";"Norm";"Norm";"1Fam";"1Story";7;5;2006;2007;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"Gd";"TA";"PConc";"Gd";"TA";"No";"Unf";0;"Unf";0;1335;1335;"GasA";"Ex";"Y";"SBrkr";1335;0;0;1335;0;0;2;0;3;1;"Gd";6;"Typ";0;"NA";"Attchd";2007;"RFn";2;575;"TA";"TA";"Y";0;210;0;0;0;0;"NA";"NA";"NA";0;6;2007;"New";"Partial";210400
"2083";2083;905476160;90;"RL";42;7711;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"Edwards";"Norm";"Norm";"Duplex";"1Story";4;3;1977;1977;"Gable";"CompShg";"MetalSd";"MetalSd";"None";0;"TA";"TA";"PConc";"Gd";"TA";"Gd";"GLQ";1440;"Unf";0;0;1440;"GasA";"TA";"Y";"SBrkr";1440;0;0;1440;2;0;2;0;4;2;"TA";8;"Typ";0;"NA";"NA";NA;"NA";0;0;"NA";"NA";"N";321;0;0;0;0;0;"NA";"NA";"NA";0;8;2007;"Oth";"Abnorml";150000
"1335";1335;903226060;50;"RM";50;6000;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"BrkSide";"Norm";"Norm";"1Fam";"1.5Fin";6;7;1940;1989;"Gable";"CompShg";"Wd Sdng";"Wd Sdng";"None";0;"TA";"TA";"CBlock";"TA";"TA";"No";"ALQ";521;"Unf";0;460;981;"GasA";"Ex";"Y";"SBrkr";1014;658;0;1672;0;0;1;1;3;1;"Gd";6;"Typ";1;"Gd";"Detchd";1940;"Unf";1;240;"TA";"TA";"Y";0;11;0;0;0;0;"NA";"GdPrv";"NA";0;7;2008;"WD ";"Normal";164900
"57";57;528240130;60;"RL";63;8577;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"Gilbert";"Norm";"Norm";"1Fam";"2Story";7;5;2004;2004;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"Gd";"TA";"PConc";"Gd";"TA";"No";"Unf";0;"Unf";0;847;847;"GasA";"Ex";"Y";"SBrkr";847;886;0;1733;0;0;2;1;3;1;"Gd";7;"Typ";1;"Gd";"BuiltIn";2004;"Fin";2;433;"TA";"TA";"Y";144;48;0;0;0;0;"NA";"NA";"NA";0;4;2010;"WD ";"Normal";185088
"2144";2144;907227100;20;"RL";60;7200;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"CollgCr";"Norm";"Norm";"1Fam";"1Story";4;8;1972;2006;"Gable";"CompShg";"Plywood";"Plywood";"None";0;"TA";"Gd";"CBlock";"TA";"TA";"No";"Rec";385;"Unf";0;0;385;"GasA";"Gd";"Y";"SBrkr";875;0;0;875;0;0;1;0;3;1;"Gd";5;"Typ";0;"NA";"Detchd";1975;"Unf";2;728;"TA";"TA";"Y";352;0;0;0;0;0;"NA";"NA";"NA";0;10;2007;"WD ";"Normal";117000
"1672";1672;527425140;20;"RL";60;9000;"Pave";"NA";"Reg";"Lvl";"AllPub";"FR2";"Gtl";"NAmes";"Norm";"Norm";"1Fam";"1Story";4;6;1971;1971;"Gable";"CompShg";"HdBoard";"HdBoard";"None";0;"TA";"TA";"PConc";"TA";"TA";"No";"ALQ";616;"Unf";0;248;864;"GasA";"TA";"Y";"SBrkr";864;0;0;864;0;0;1;0;3;1;"TA";5;"Typ";0;"NA";"Detchd";1974;"Unf";2;528;"TA";"TA";"Y";0;0;0;0;0;0;"NA";"GdWo";"NA";0;5;2007;"WD ";"Normal";120500
"2599";2599;535377070;30;"RL";60;10914;"Pave";"Grvl";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"NAmes";"Artery";"Norm";"1Fam";"1Story";3;3;1929;1950;"Hip";"CompShg";"Wd Sdng";"Wd Sdng";"None";0;"TA";"Fa";"CBlock";"TA";"TA";"Mn";"Unf";0;"Unf";0;715;715;"GasA";"Fa";"N";"FuseP";715;0;0;715;0;0;1;0;2;1;"TA";4;"Typ";0;"NA";"Detchd";1967;"Unf";2;660;"Fa";"TA";"N";0;0;75;0;112;0;"NA";"NA";"NA";0;8;2006;"WD ";"Normal";68000
"1119";1119;528435020;60;"RL";80;9428;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Somerst";"Norm";"Norm";"1Fam";"2Story";8;5;2007;2008;"Hip";"CompShg";"VinylSd";"VinylSd";"Stone";310;"Gd";"TA";"PConc";"Gd";"TA";"Av";"GLQ";729;"Unf";0;226;955;"GasA";"Ex";"Y";"SBrkr";955;919;0;1874;1;0;2;1;3;1;"Gd";8;"Typ";1;"Gd";"Attchd";2007;"Fin";3;880;"TA";"TA";"Y";168;108;0;0;0;0;"NA";"NA";"NA";0;2;2008;"New";"Partial";297900
"1102";1102;528326110;60;"RL";NA;11000;"Pave";"NA";"Reg";"Lvl";"AllPub";"FR2";"Gtl";"NoRidge";"Norm";"Norm";"1Fam";"2Story";9;5;2000;2000;"Hip";"CompShg";"VinylSd";"VinylSd";"BrkFace";295;"Gd";"TA";"PConc";"Ex";"TA";"Mn";"Unf";0;"Unf";0;1519;1519;"GasA";"Ex";"Y";"SBrkr";1533;639;0;2172;0;0;2;1;4;1;"Ex";8;"Typ";1;"TA";"BuiltIn";2000;"RFn";3;687;"TA";"TA";"Y";162;153;0;0;0;0;"NA";"NA";"NA";0;6;2008;"WD ";"Normal";291000
"825";825;906380060;20;"RL";77;11422;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"CollgCr";"Norm";"Norm";"1Fam";"1Story";8;5;2007;2008;"Hip";"CompShg";"VinylSd";"VinylSd";"Stone";352;"Gd";"TA";"PConc";"Ex";"TA";"Av";"GLQ";1359;"Unf";0;479;1838;"GasA";"Ex";"Y";"SBrkr";1838;0;0;1838;1;0;2;0;3;1;"Gd";7;"Typ";2;"Gd";"Attchd";2007;"RFn";2;524;"TA";"TA";"Y";154;222;0;0;0;0;"NA";"NA";"NA";0;4;2009;"WD ";"Normal";272500
"1592";1592;923203140;120;"RM";32;4500;"Pave";"NA";"Reg";"Lvl";"AllPub";"FR2";"Gtl";"Mitchel";"Norm";"Norm";"TwnhsE";"1Story";6;5;1997;1997;"Hip";"CompShg";"VinylSd";"VinylSd";"BrkFace";197;"TA";"TA";"PConc";"Ex";"TA";"No";"GLQ";864;"Unf";0;325;1189;"GasA";"Ex";"Y";"SBrkr";1189;0;0;1189;1;0;2;0;2;1;"TA";4;"Typ";0;"NA";"Attchd";1997;"RFn";2;392;"TA";"TA";"Y";0;122;0;0;0;0;"NA";"NA";"NA";0;4;2008;"WD ";"Normal";160500
"881";881;907412020;60;"RL";65;9313;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"CollgCr";"Norm";"Norm";"1Fam";"2Story";7;5;2004;2004;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"Gd";"TA";"PConc";"Gd";"TA";"No";"Unf";0;"Unf";0;864;864;"GasA";"Ex";"Y";"SBrkr";864;864;0;1728;0;0;2;1;3;1;"Gd";7;"Typ";0;"NA";"Attchd";2004;"RFn";2;572;"TA";"TA";"Y";187;56;0;0;0;0;"NA";"NA";"NA";0;4;2009;"WD ";"Normal";190000
"737";737;903227090;50;"RM";50;6000;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"BrkSide";"Norm";"Norm";"1Fam";"1.5Fin";6;6;1939;1950;"Gable";"CompShg";"MetalSd";"MetalSd";"None";0;"TA";"Fa";"CBlock";"TA";"TA";"No";"Unf";0;"Unf";0;780;780;"GasA";"Ex";"Y";"FuseF";825;587;0;1412;0;0;1;0;4;1;"TA";6;"Typ";1;"Gd";"Detchd";1939;"Unf";1;280;"TA";"TA";"Y";45;0;0;0;0;0;"NA";"NA";"NA";0;5;2009;"WD ";"Normal";132500
"1405";1405;905403060;50;"RL";50;5190;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Edwards";"Norm";"Norm";"1Fam";"1.5Fin";7;5;1948;1950;"Gable";"CompShg";"BrkFace";"Plywood";"None";0;"TA";"TA";"CBlock";"TA";"TA";"No";"Unf";0;"Unf";0;570;570;"GasA";"TA";"Y";"SBrkr";617;462;0;1079;0;0;1;0;2;1;"TA";5;"Typ";1;"Gd";"Attchd";1948;"Unf";1;249;"TA";"TA";"Y";135;0;0;0;0;0;"NA";"NA";"NA";0;1;2008;"WD ";"Normal";125600
"2024";2024;903401070;50;"RL";60;8850;"Pave";"Pave";"Reg";"Bnk";"AllPub";"Inside";"Gtl";"BrkSide";"Norm";"Norm";"1Fam";"1.5Fin";6;7;1920;1950;"Gable";"CompShg";"Wd Sdng";"Wd Shng";"None";0;"TA";"Gd";"PConc";"TA";"TA";"No";"Unf";0;"Unf";0;768;768;"GasA";"Ex";"Y";"SBrkr";752;624;0;1376;0;0;1;0;3;1;"Gd";7;"Typ";0;"NA";"Detchd";1977;"Unf";2;576;"TA";"TA";"P";0;54;144;0;0;0;"NA";"NA";"NA";0;2;2007;"WD ";"Normal";165000
"2841";2841;909101050;50;"RL";45;8248;"Pave";"Grvl";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Edwards";"Norm";"Norm";"1Fam";"1.5Fin";5;7;1918;1950;"Gable";"CompShg";"Stucco";"Stucco";"None";0;"TA";"TA";"BrkTil";"TA";"TA";"No";"Unf";0;"Unf";0;686;686;"GasW";"Gd";"Y";"SBrkr";686;564;0;1250;0;1;1;1;3;1;"Fa";7;"Typ";0;"NA";"Detchd";1955;"Unf";1;280;"TA";"TA";"P";207;0;96;0;0;0;"NA";"NA";"NA";0;7;2006;"WD ";"Normal";116000
"13";13;527166040;60;"RL";63;8402;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"Gilbert";"Norm";"Norm";"1Fam";"2Story";6;5;1998;1998;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"TA";"TA";"PConc";"Gd";"TA";"No";"Unf";0;"Unf";0;789;789;"GasA";"Gd";"Y";"SBrkr";789;676;0;1465;0;0;2;1;3;1;"TA";7;"Typ";1;"Gd";"Attchd";1998;"Fin";2;393;"TA";"TA";"Y";0;75;0;0;0;0;"NA";"NA";"NA";0;5;2010;"WD ";"Normal";180400
"2342";2342;527256120;20;"RL";90;18261;"Pave";"NA";"IR1";"HLS";"AllPub";"Inside";"Gtl";"StoneBr";"Norm";"Norm";"1Fam";"1Story";9;5;2005;2005;"Hip";"CompShg";"VinylSd";"VinylSd";"BrkFace";420;"Ex";"TA";"PConc";"Ex";"TA";"Gd";"GLQ";1416;"Unf";0;494;1910;"GasA";"Ex";"Y";"SBrkr";2000;0;0;2000;1;0;2;1;3;1;"Ex";8;"Typ";2;"Gd";"Attchd";2005;"Unf";3;722;"TA";"TA";"Y";351;102;0;0;123;0;"NA";"NA";"NA";0;9;2006;"WD ";"Normal";470000
"2900";2900;916475100;20;"RL";85;14331;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Timber";"Norm";"Norm";"1Fam";"1Story";8;5;2002;2002;"Hip";"CompShg";"VinylSd";"VinylSd";"BrkFace";630;"Gd";"TA";"PConc";"Ex";"TA";"Gd";"GLQ";1274;"Unf";0;526;1800;"GasA";"Ex";"Y";"SBrkr";1800;0;0;1800;1;0;2;0;3;1;"Gd";7;"Typ";1;"Gd";"Attchd";2002;"Fin";3;765;"TA";"TA";"Y";270;78;0;0;0;0;"NA";"NA";"NA";0;5;2006;"WD ";"Normal";312500
"2318";2318;527108020;20;"RL";50;14859;"Pave";"NA";"IR1";"HLS";"AllPub";"CulDSac";"Gtl";"Gilbert";"Norm";"Norm";"1Fam";"1Story";7;5;2006;2006;"Hip";"CompShg";"VinylSd";"VinylSd";"BrkFace";27;"Gd";"TA";"PConc";"Gd";"TA";"No";"Unf";0;"Unf";0;1670;1670;"GasA";"Ex";"Y";"SBrkr";1670;0;0;1670;0;0;2;0;3;1;"Gd";7;"Typ";1;"Gd";"Attchd";2006;"RFn";3;690;"TA";"TA";"Y";144;60;0;0;0;0;"NA";"NA";"NA";0;8;2006;"New";"Partial";240000
"1864";1864;534125120;20;"RL";78;11700;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"NWAmes";"RRAn";"Norm";"1Fam";"1Story";6;6;1968;1968;"Gable";"CompShg";"MetalSd";"MetalSd";"BrkFace";41;"TA";"TA";"CBlock";"TA";"TA";"No";"Unf";0;"Unf";0;912;912;"GasA";"Ex";"Y";"SBrkr";1152;0;0;1152;1;0;1;1;3;1;"TA";7;"Typ";0;"NA";"Attchd";1968;"RFn";2;412;"TA";"TA";"Y";0;126;0;0;0;0;"NA";"NA";"NA";0;9;2007;"CWD";"Normal";143450
"413";413;527454050;160;"RL";24;2308;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"NPkVill";"Norm";"Norm";"TwnhsE";"2Story";6;5;1974;1974;"Gable";"CompShg";"Plywood";"Brk Cmn";"None";0;"TA";"TA";"CBlock";"TA";"TA";"No";"ALQ";257;"Rec";495;103;855;"GasA";"TA";"Y";"SBrkr";855;467;0;1322;0;1;2;1;3;1;"TA";6;"Typ";1;"Fa";"Attchd";1974;"Unf";2;440;"TA";"TA";"Y";260;0;0;0;0;0;"NA";"NA";"NA";0;6;2009;"WD ";"Normal";147000
"493";493;528292070;60;"RL";NA;8755;"Pave";"NA";"IR1";"Lvl";"AllPub";"FR2";"Gtl";"Gilbert";"RRNn";"Norm";"1Fam";"2Story";7;5;1999;1999;"Gable";"CompShg";"VinylSd";"VinylSd";"BrkFace";298;"Gd";"TA";"PConc";"Gd";"TA";"No";"ALQ";772;"Unf";0;220;992;"GasA";"Ex";"Y";"SBrkr";1022;1038;0;2060;1;0;2;1;3;1;"Gd";8;"Typ";1;"TA";"BuiltIn";1999;"RFn";2;390;"TA";"TA";"Y";0;0;0;168;0;0;"NA";"GdPrv";"NA";0;6;2009;"WD ";"Normal";214000
"1493";1493;908128050;85;"RL";90;10012;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Edwards";"Norm";"Norm";"1Fam";"SFoyer";4;5;1972;1972;"Gable";"CompShg";"Plywood";"Plywood";"None";0;"TA";"TA";"CBlock";"Gd";"TA";"Av";"BLQ";920;"Rec";180;38;1138;"GasA";"TA";"Y";"SBrkr";1181;0;0;1181;1;0;2;0;3;1;"TA";6;"Typ";0;"NA";"Detchd";1974;"RFn";2;588;"TA";"TA";"Y";0;0;180;0;0;0;"NA";"MnPrv";"NA";0;4;2008;"WD ";"Normal";137500
"151";151;535302200;20;"RL";119;10895;"Pave";"NA";"Reg";"Lvl";"AllPub";"Corner";"Gtl";"NAmes";"Norm";"Norm";"1Fam";"1Story";5;6;1955;1955;"Gable";"CompShg";"MetalSd";"MetalSd";"None";0;"TA";"Gd";"CBlock";"TA";"TA";"No";"Rec";648;"Unf";0;324;972;"GasA";"TA";"Y";"SBrkr";972;0;0;972;0;0;1;0;3;1;"TA";5;"Typ";0;"NA";"Attchd";1955;"Unf";1;305;"TA";"TA";"Y";0;0;205;0;0;0;"NA";"GdWo";"NA";0;6;2010;"WD ";"Normal";122500
"391";391;527376100;20;"RL";78;10140;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"NWAmes";"Norm";"Norm";"1Fam";"1Story";6;5;1974;1974;"Hip";"CompShg";"HdBoard";"HdBoard";"BrkFace";174;"TA";"TA";"CBlock";"Gd";"TA";"No";"Unf";0;"Unf";0;1064;1064;"GasA";"TA";"Y";"SBrkr";1350;0;0;1350;0;0;2;0;3;1;"TA";7;"Typ";1;"TA";"Attchd";1974;"RFn";2;478;"TA";"TA";"Y";0;0;0;0;0;0;"NA";"MnPrv";"NA";0;8;2009;"WD ";"Normal";165000
"1052";1052;528102110;60;"RL";96;12474;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"NridgHt";"Norm";"Norm";"1Fam";"2Story";10;5;2007;2008;"Gable";"CompShg";"VinylSd";"VinylSd";"Stone";272;"Ex";"TA";"PConc";"Ex";"TA";"Av";"GLQ";1280;"Unf";0;402;1682;"GasA";"Ex";"Y";"SBrkr";1742;590;0;2332;1;0;2;1;3;1;"Ex";9;"Typ";1;"Ex";"BuiltIn";2008;"Fin";3;846;"TA";"TA";"Y";196;134;0;0;0;0;"NA";"NA";"NA";0;8;2008;"New";"Partial";426000
"106";106;533244030;60;"FV";68;7379;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"Somerst";"Norm";"Norm";"1Fam";"2Story";8;5;2000;2000;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"Gd";"TA";"PConc";"Gd";"TA";"No";"GLQ";484;"Unf";0;491;975;"GasA";"Ex";"Y";"SBrkr";975;873;0;1848;1;0;2;1;3;1;"Gd";7;"Typ";1;"TA";"Attchd";2000;"RFn";2;592;"TA";"TA";"Y";280;184;0;0;0;0;"NA";"NA";"NA";0;4;2010;"WD ";"Normal";254000
"2025";2025;903425270;50;"RL";60;8550;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"BrkSide";"RRAn";"Norm";"1Fam";"1.5Fin";5;5;1926;1950;"Gable";"CompShg";"HdBoard";"HdBoard";"None";0;"TA";"TA";"PConc";"Fa";"TA";"No";"Unf";0;"Unf";0;750;750;"GasA";"TA";"Y";"SBrkr";960;356;0;1316;0;0;1;0;4;1;"TA";7;"Typ";0;"NA";"Detchd";1965;"Unf";2;576;"TA";"TA";"Y";0;0;0;0;0;0;"NA";"NA";"NA";0;10;2007;"ConLw";"Family";90000
"2472";2472;531367010;20;"RL";91;11024;"Pave";"NA";"IR1";"Lvl";"AllPub";"Corner";"Gtl";"SawyerW";"Norm";"Norm";"1Fam";"1Story";7;5;2005;2006;"Gable";"CompShg";"VinylSd";"VinylSd";"BrkFace";118;"Gd";"TA";"PConc";"Gd";"TA";"Av";"Unf";0;"Unf";0;1400;1400;"GasA";"Ex";"Y";"SBrkr";1400;0;0;1400;0;0;2;0;3;1;"Gd";6;"Typ";0;"NA";"Attchd";2005;"RFn";2;612;"TA";"TA";"Y";144;55;0;0;0;0;"NA";"NA";"NA";0;10;2006;"New";"Partial";186800
